job_id,job_title,company_name,location,industry,employment_type,experience_level,posting_date,job_description,required_skills,degree_required,degrees_accepted,min_salary,max_salary,avg_salary
252,Accountant (Chartered),Deloitte,"Belfast, UK",Finance,Contract,Manager,11/12/2025,"Prepare financial statements, support audits and provide accurate reporting in line with accounting standards. Key requirements include ifrs, gaap, excel, and reporting.","ifrs, gaap, excel, reporting, forecasting",BSc Accounting,BSc Accounting; MSc Finance; BA Business Management; BSc Economics,85153,129583,107368
253,Environmental Scientist,Arup,"Portsmouth, UK",Environmental Services,Part-time,Junior,5/14/2025,"Conduct environmental assessments, interpret data and support sustainable project or policy decisions. Key requirements include research, data analysis, reporting, and risk management.","research, data analysis, reporting, risk management, communication",BSc Environmental Science,BSc Environmental Science; MSc Biology; BSc Chemistry; BSc Geography; PhD Environmental Science,35368,53542,44455
254,Carpenter,Kier Group,"Reading, UK",Construction,Temporary,Head of,9/18/2025,"Carry out carpentry work on construction or refurbishment projects, interpreting plans and maintaining quality standards. Key requirements include problem solving, teamwork, communication, and reporting.","problem solving, teamwork, communication, reporting, organisation",BSc Construction Management,BSc Construction Management; MSc Construction Project Management; BArch Architecture; BSc Product Design,42000,57000,49300
255,Lecturer,University of Manchester,"Hybrid, UK",Education,Temporary,Apprentice,8/29/2025,"Deliver teaching, contribute to curriculum development and support student learning through scholarship and effective communication. Key requirements include presentation, research, communication, and writing.","presentation, research, communication, writing, leadership",BA Education,BA Education; MSc Education; BSc Psychology; BA English,19065,26419,22742
256,Data Scientist,Experian,"Liverpool, UK",Data & Analytics,Part-time,Manager,10/19/2025,"Analyse complex datasets, build predictive models and communicate insights to support evidence-based decision making. Key requirements include python, sql, machine learning, and statistics.","python, sql, machine learning, statistics, data analysis, research",BSc Data Science,BSc Data Science; MSc Computer Science; BSc Statistics; BSc Mathematics; PhD Data Science,69188,97312,83250
257,Librarian,University Library,"Portsmouth, UK",Education,Temporary,Senior,2/2/2026,"Support library services, manage information resources and help users access materials effectively and professionally. Key requirements include research, organisation, communication, and reporting.","research, organisation, communication, reporting, customer service",Bachelor of Library Science ,Bachelor of Library Science; MA English; BA History; BA Education,77764,116604,97184
258,Surveyor,CBRE,"Brighton, UK",Real Estate,Part-time,Senior,2/6/2025,"Inspect sites and assets, prepare reports and support valuation, planning or project delivery activities. Key requirements include reporting, risk management, research, and communication.","reporting, risk management, research, communication, stakeholder management",BSc Surveying,BSc Surveying; MEng Civil Engineering; BSc Real Estate; BArch Architecture,74011,128880,101445
259,Mechanic,Halfords,"Derry, UK",Automotive,Part-time,Mid-level,6/17/2025,"Inspect, repair and maintain vehicles or mechanical systems while documenting work and meeting safety requirements. Key requirements include troubleshooting, problem solving, reporting, and teamwork.","troubleshooting, problem solving, reporting, teamwork, communication",BEng Automotive Engineering,BEng Automotive Engineering; MEng Mechanical Engineering; BEng Engineering; BSc Automotive Technology,27000,37000,32000
260,Electrician,British Gas,"Glasgow, UK",Engineering Services,Full-time,Intern,11/5/2025,"Install, maintain and repair electrical systems while following safety procedures and completing service documentation. Key requirements include troubleshooting, problem solving, reporting, and communication.","troubleshooting, problem solving, reporting, communication, risk management",BEng Electrical Engineering,BEng Electrical Engineering; MSc Building Services; BEng Engineering; HNC Electrical Engineering,26548,40134,33341
261,Interior Designer,Gensler,"London, UK",Architecture,Temporary,Associate,11/19/2025,"Create interior design concepts, produce drawings and support client presentations and specification work. Key requirements include autocad, revit, cad, and presentation.","autocad, revit, cad, presentation, communication",BA Interior Design,BA Interior Design; MArch Architecture; BA Graphic Design; BSc Product Design,41255,58922,50088
262,Treasury Analyst,Barclays,"Reading, UK",Finance,Contract,Head of,4/28/2025,"Support cash management, liquidity analysis and treasury reporting to help manage financial risk and funding needs. Key requirements include forecasting, budgeting, risk analysis, and excel.","forecasting, budgeting, risk analysis, excel, reporting",BSc Finance,BSc Finance; MSc Economics; BA Business Management; BSc Mathematics,62000,83000,72500
263,Criminal Defense Lawyer,Local Chambers,"Portsmouth, UK",Legal,Contract,Manager,1/19/2025,"Represent clients in criminal matters, prepare case strategy and support advocacy through strong legal research and communication. Key requirements include legal research, litigation, negotiation, and writing.","legal research, litigation, negotiation, writing, communication",LLB Law,LLB Law; MA Criminology; BA Politics; BA Business Management,74000,101000,87500
264,Sustainability Consultant,ERM,"Plymouth, UK",Environmental Services,Part-time,Specialist,7/25/2025,"Advise clients on sustainability strategy, environmental performance and responsible business improvement. Key requirements include research, reporting, stakeholder management, and risk management.","research, reporting, stakeholder management, risk management, communication",BSc Environmental Science,BSc Environmental Science; MSc Sustainability; BEng Engineering; BSc Geography,67712,120385,94048
265,DevOps Engineer,Capgemini,"Belfast, UK",Technology,Full-time,Associate,8/18/2025,"Maintain CI/CD pipelines, cloud infrastructure and deployment automation to support scalable engineering teams. Key requirements include docker, kubernetes, aws, and jenkins.","docker, kubernetes, aws, jenkins, ci/cd, bash",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,40845,65871,53358
266,Software Engineer,Capgemini,"Manchester, UK",Technology,Contract,Mid-level,1/31/2025,"Design, develop and maintain software applications, collaborating with cross-functional teams to deliver reliable and scalable products. Key requirements include python, java, sql, and git.","python, java, sql, git, agile",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,50879,75948,63413
267,Data Scientist,DeepMind,"Edinburgh, UK",Data & Analytics,Contract,Mid-level,7/16/2025,"Analyse complex datasets, build predictive models and communicate insights to support evidence-based decision making. Key requirements include python, sql, machine learning, and statistics.","python, sql, machine learning, statistics, data analysis, research",BSc Data Science,BSc Data Science; MSc Computer Science; BSc Statistics; BSc Mathematics; PhD Data Science,55728,96843,76285
268,Librarian,British Library,"Birmingham, UK",Education,Full-time,Specialist,2/3/2026,"Support library services, manage information resources and help users access materials effectively and professionally. Key requirements include research, organisation, communication, and reporting.","research, organisation, communication, reporting, customer service",Bachelor of Library Science ,Bachelor of Library Science; MA English; BA History; BA Education,40000,54000,47250
269,Doctor (General Practitioner),Bupa,"Brighton, UK",Healthcare,Full-time,Senior,12/15/2025,"Provide primary care consultations, assess patients and coordinate treatment plans in line with clinical standards. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, reporting",MBBS Medicine,MBBS Medicine; MSc Medical Sciences; BSc Biomedical Science; BSc Health Sciences,79676,116463,98069
270,Cybersecurity Analyst,BT,"Leicester, UK",Cybersecurity,Temporary,Apprentice,5/3/2025,"Monitor security events, investigate threats and support compliance and risk reduction across digital systems. Key requirements include siem, nist, iso 27001, and vulnerability assessment.","siem, nist, iso 27001, vulnerability assessment, incident response, osint",BSc Cybersecurity,BSc Cybersecurity; MSc Computer Science; BSc Information Technology; BEng Software Engineering,21085,35853,28469
271,Economist,FCA,"Aberdeen, UK",Finance,Temporary,Executive,8/3/2025,"Analyse economic trends, interpret data and produce insight to support policy or commercial decision-making. Key requirements include statistics, research, data analysis, and reporting.","statistics, research, data analysis, reporting, forecasting",BSc Economics,BSc Economics; MSc Mathematics; BSc Statistics; BSc Finance; PhD Economics,76000,103000,90000
272,Sustainability Consultant,Deloitte,"Derry, UK",Environmental Services,Contract,Principal,1/27/2026,"Advise clients on sustainability strategy, environmental performance and responsible business improvement. Key requirements include research, reporting, stakeholder management, and risk management.","research, reporting, stakeholder management, risk management, communication",BSc Environmental Science,BSc Environmental Science; MSc Sustainability; BEng Engineering; BSc Geography,92558,143734,118146
273,Logistics Coordinator,Maersk,"Aberdeen, UK",Logistics,Full-time,Principal,3/13/2025,"Coordinate shipments and schedules, communicate with suppliers and maintain efficient operational tracking and reporting. Key requirements include organisation, reporting, communication, and stakeholder management.","organisation, reporting, communication, stakeholder management, problem solving",BSc Logistics and Supply Chain Management,BSc Logistics and Supply Chain Management; MBA; BSc Supply Chain Management; BSc Operations and Supply Chain Management,38000,52000,44800
274,Educational Psychologist,Local Authority,"Sheffield, UK",Education,Contract,Manager,9/24/2025,"Assess learning and developmental needs, support interventions and work with families and educators to improve outcomes. Key requirements include clinical assessment, communication, safeguarding, and research.","clinical assessment, communication, safeguarding, research, reporting",BSc Psychology,BSc Psychology; MSc Educational Psychology; BA Education; BSc Health Sciences,72370,95587,83978
275,DevOps Engineer,BT,"Aberdeen, UK",Technology,Full-time,Executive,8/2/2025,"Maintain CI/CD pipelines, cloud infrastructure and deployment automation to support scalable engineering teams. Key requirements include docker, kubernetes, aws, and jenkins.","docker, kubernetes, aws, jenkins, ci/cd, bash",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,89000,121000,105000
276,Content Strategist,Ogilvy,"Remote, UK",Media & Publishing,Temporary,Junior,6/16/2025,"Plan and optimise content strategies that support audience growth, engagement and clear brand communication. Key requirements include content strategy, seo, writing, and research.","content strategy, seo, writing, research, communication",BA Marketing,BA Marketing; MSc Strategic Communication; BA English; BSc Digital Media,32363,58343,45353
277,Family Law Attorney,Family Law Partners,"Bristol, UK",Legal,Full-time,Manager,2/5/2026,"Advise and represent clients on family law matters, prepare documents and support effective case resolution. Key requirements include legal research, negotiation, writing, and communication.","legal research, negotiation, writing, communication, litigation",LLB Law,LLB Law; MA Criminology; BSc Psychology; BA Business Management,88185,131142,109663
278,Medical Technician,Siemens Healthineers,"London, UK",Healthcare,Internship,Intern,5/17/2025,"Support clinical services through equipment handling, sample preparation or diagnostic support while maintaining accurate records. Key requirements include patient care, clinical assessment, reporting, and communication.","patient care, clinical assessment, reporting, communication, teamwork",BSc Health Sciences,BSc Health Sciences; MSc Biomedical Science; BSc Biology; BSc Chemistry,15000,20000,17600
279,Psychiatrist,Priory,"Glasgow, UK",Healthcare,Temporary,Graduate,3/27/2025,"Assess and treat mental health conditions, develop care plans and collaborate with multidisciplinary teams. Key requirements include clinical assessment, patient care, communication, and safeguarding.","clinical assessment, patient care, communication, safeguarding, decision making",MBBS Medicine,MBBS Medicine; MSc Psychiatry; BSc Psychology; BSc Health Sciences,32966,36933,34949
280,Marketing Executive,Unilever,"Remote, UK",Marketing,Part-time,Executive,10/29/2025,"Support campaign planning and execution across digital channels, using insight to improve performance and reach. Key requirements include seo, ppc, google analytics, and content strategy.","seo, ppc, google analytics, content strategy, communication",BA Marketing,BA Marketing; MSc Strategic Communication; BA Business Management; BSc Digital Media,45000,60000,52500
281,Firefighter,West Midlands Fire Service,"Swansea, UK",Public Services,Part-time,Entry Level,3/3/2025,"Respond to emergency incidents, protect public safety and work effectively under pressure as part of a coordinated team. Key requirements include first aid, teamwork, communication, and decision making.","first aid, teamwork, communication, decision making, safeguarding",BSc Emergency Management,BSc Community and Public Service Management; MSc Health Sciences; BSc Emergency Management; BSc Sports Science,24908,47119,36013
282,Paralegal,Pinsent Masons,"Bristol, UK",Legal,Part-time,Manager,4/29/2025,"Support legal teams through research, document preparation and case or transaction administration. Key requirements include legal research, writing, organisation, and communication.","legal research, writing, organisation, communication, due diligence",LLB Law,LLB Law; MA Criminology; BA Business Management; BA Politics,34000,46000,40000
283,Social Worker,NHS,"Swansea, UK",Public Services,Full-time,Graduate,2/17/2025,"Assess needs, safeguard vulnerable people and coordinate support plans across community or statutory services. Key requirements include safeguarding, communication, reporting, and confidentiality.","safeguarding, communication, reporting, confidentiality, decision making",BA Social Work,BA Social Work; MSc Psychology; BSc Sociology; BSc Health Sciences,29982,35480,32731
284,Business Analyst,Deloitte,"Liverpool, UK",Business Consulting,Part-time,Manager,12/1/2025,"Gather requirements, analyse business processes and support solution design through structured analysis and stakeholder collaboration. Key requirements include business analysis, stakeholder management, reporting, and communication.","business analysis, stakeholder management, reporting, communication, presentation",BA Business Management,BA Business Management; MSc Information Technology; BSc Computer Science; BSc Management,89862,142148,116005
285,AI Research Scientist,Microsoft Research,"Belfast, UK",Technology,Contract,Mid-level,11/23/2025,"Conduct research into advanced AI methods, evaluate model performance and communicate findings to support experimentation and product innovation. Key requirements include python, machine learning, deep learning, and statistics.","python, machine learning, deep learning, statistics, research, nlp",BSc Computer Science,BSc Computer Science; MSc Artificial Intelligence; BSc Data Science; BSc Mathematics; PhD Computer Science,51202,94388,72795
286,Full Stack Developer,Capgemini,"Derry, UK",Technology,Part-time,Manager,9/29/2025,"Develop end-to-end web applications across frontend and backend components, ensuring maintainable code and reliable delivery. Key requirements include javascript, html, css, and sql.","javascript, html, css, sql, rest api, git",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,93272,126634,109953
287,Structural Engineer,AECOM,"Reading, UK",Engineering,Temporary,Junior,9/8/2025,"Design and assess structural systems, produce technical documentation and support safe, compliant construction outcomes. Key requirements include cad, revit, fea, and problem solving.","cad, revit, fea, problem solving, reporting",BEng Civil Engineering,BEng Civil Engineering; MEng Structural Engineering; BArch Architecture; BEng Mechanical Engineering,35153,58805,46979
288,Surgeon,Nuffield Health,"Hull, UK",Healthcare,Part-time,Mid-level,12/6/2025,"Deliver specialist surgical care, assess patients and contribute to safe perioperative treatment planning and documentation. Key requirements include patient care, clinical assessment, communication, and reporting.","patient care, clinical assessment, communication, reporting, decision making",MBBS Medicine,MBBS Medicine; MSc Surgical Sciences; BSc Medical Sciences; BSc Biomedical Science,55034,92082,73558
289,Nurse,NHS,"Leicester, UK",Healthcare,Temporary,Junior,4/27/2025,"Provide nursing care, monitor patients and maintain safe, compassionate and well-documented clinical practice. Key requirements include patient care, clinical assessment, communication, and safeguarding.","patient care, clinical assessment, communication, safeguarding, medication management",BSc Nursing,BSc Nursing; MSc Health Sciences; MBBS Medicine; BSc Biomedical Science,31217,48103,39660
290,Mechanic,Tesla,"Nottingham, UK",Automotive,Part-time,Principal,2/5/2025,"Inspect, repair and maintain vehicles or mechanical systems while documenting work and meeting safety requirements. Key requirements include troubleshooting, problem solving, reporting, and teamwork.","troubleshooting, problem solving, reporting, teamwork, communication",BEng Automotive Engineering,BEng Automotive Engineering; MEng Mechanical Engineering; BEng Engineering; BSc Automotive Technology,38000,52000,44800
291,Financial Advisor,Aviva,"Cambridge, UK",Finance,Part-time,Intern,8/24/2025,"Provide financial guidance, assess client needs and support planning decisions through clear communication and analysis. Key requirements include financial modelling, forecasting, communication, and risk analysis.","financial modelling, forecasting, communication, risk analysis, reporting",BSc Finance,BSc Finance; MSc Economics; BA Business Management; BSc Accounting,23794,38970,31382
292,Supply Chain Manager,DHL,"Hybrid, UK",Logistics,Part-time,Freelance,2/8/2025,"Lead supply chain planning and performance, manage stakeholders and improve resilience, cost and service outcomes. Key requirements include leadership, stakeholder management, risk management, and reporting.","leadership, stakeholder management, risk management, reporting, organisation",BSc Supply Chain Management,BSc Supply Chain Management; MBA; BSc Operations and Supply Chain Management; BSc Management,47415,157206,102310
293,Curriculum Developer,AQA,Hybrid (Edinburgh),Education,Temporary,Junior,6/2/2025,"Design curriculum materials, align learning outcomes and support high-quality educational content development. Key requirements include writing, research, presentation, and communication.","writing, research, presentation, communication, organisation",BA Education,BA Education; MSc Curriculum Studies; BA English; BSc Psychology,35237,59840,47538
529,Dentist,NHS,"London, UK",Healthcare,Contract,Freelance,3/3/2025,"Diagnose and treat oral health conditions, communicate care plans to patients and maintain accurate clinical records. Key requirements include patient care, clinical assessment, communication, and reporting.","patient care, clinical assessment, communication, reporting, decision making",BDS Dentistry,BDS Dentistry; MSc Oral Health Sciences; MBBS Medicine; BSc Biomedical Science,46426,146751,96588
295,Cloud Architect,Accenture,Remote (Global),Technology,Contract,Manager,2/5/2025,"Design cloud architectures, guide platform decisions and support secure, scalable deployment strategies across modern digital systems. Key requirements include aws, azure, gcp, and terraform.","aws, azure, gcp, terraform, microservices, kubernetes",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,74659,104237,89448
296,Cloud Engineer,Capgemini,Hybrid (London),Technology,Temporary,Intern,3/26/2025,"Implement and support cloud infrastructure, monitor environments and improve platform reliability and scalability. Key requirements include aws, azure, gcp, and linux.","aws, azure, gcp, linux, bash, troubleshooting",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,23709,44225,33967
297,Psychiatrist,Priory,"Cambridge, UK",Healthcare,Full-time,Entry Level,3/20/2025,"Assess and treat mental health conditions, develop care plans and collaborate with multidisciplinary teams. Key requirements include clinical assessment, patient care, communication, and safeguarding.","clinical assessment, patient care, communication, safeguarding, decision making",MBBS Medicine,MBBS Medicine; MSc Psychiatry; BSc Psychology; BSc Health Sciences,24032,51406,37719
298,Strategy Manager,Deloitte,"Liverpool, UK",Business Consulting,Full-time,Manager,6/24/2025,"Shape strategic initiatives, evaluate opportunities and support business planning through structured analysis and communication. Key requirements include strategic planning, stakeholder management, presentation, and decision making.","strategic planning, stakeholder management, presentation, decision making, research",BA Business Management,BA Business Management; MSc Management; BSc Economics; BSc Finance,68395,90334,79364
299,Charity Fundraiser,Cancer Research UK,Remote (Global),Nonprofit,Contract,Associate,2/20/2025,"Develop fundraising campaigns, engage supporters and help secure income to support charitable programmes. Key requirements include communication, presentation, stakeholder engagement, and writing.","communication, presentation, stakeholder engagement, writing, research",BA Marketing,BA Marketing; MSc Strategic Communication; BA Business Management; MA Nonprofit Management,49936,58084,54010
300,Academic Advisor,Local Authority,"Hybrid, UK",Education,Part-time,Principal,7/25/2025,"Advise students on academic planning and progression while supporting pastoral care and accurate record keeping. Key requirements include communication, organisation, presentation, and safeguarding.","communication, organisation, presentation, safeguarding, reporting",BA Education,BA Education; MSc Psychology; BSc Sociology; BA Business Management,40000,55000,47600
301,Electrician,Mitie,"Liverpool, UK",Engineering Services,Full-time,Manager,6/10/2025,"Install, maintain and repair electrical systems while following safety procedures and completing service documentation. Key requirements include troubleshooting, problem solving, reporting, and communication.","troubleshooting, problem solving, reporting, communication, risk management",BEng Electrical Engineering,BEng Electrical Engineering; MSc Building Services; BEng Engineering; HNC Electrical Engineering,39000,53000,46250
302,Graphic Designer,Ogilvy,"Sheffield, UK",Media & Publishing,Contract,Head of,2/3/2025,"Create visual assets for digital or print channels, support brand consistency and communicate ideas through effective design. Key requirements include presentation, writing, research, and communication.","presentation, writing, research, communication, content strategy",BA Graphic Design,BA Graphic Design; MSc Digital Media; BSc Visual Communication; BSc Illustration,42000,57000,49300
303,Business Analyst,BT,"Portsmouth, UK",Business Consulting,Temporary,Freelance,12/29/2025,"Gather requirements, analyse business processes and support solution design through structured analysis and stakeholder collaboration. Key requirements include business analysis, stakeholder management, reporting, and communication.","business analysis, stakeholder management, reporting, communication, presentation",BA Business Management,BA Business Management; MSc Information Technology; BSc Computer Science; BSc Management,41265,140619,90942
304,Video Producer,BBC,"Leicester, UK",Media & Publishing,Temporary,Freelance,8/21/2025,"Plan and produce video content from concept to delivery, coordinating contributors and maintaining quality outputs. Key requirements include organisation, communication, presentation, and stakeholder management.","organisation, communication, presentation, stakeholder management, writing",BA Media Production,BA Media Production; MA Film Production; BSc Digital Media; BSc Media and Communication,36000,48000,42000
305,Plumber,Homeserve,"Edinburgh, UK",Engineering Services,Contract,Senior,8/21/2025,"Install and maintain plumbing systems, diagnose faults and complete repair work to required safety and quality standards. Key requirements include troubleshooting, problem solving, communication, and reporting.","troubleshooting, problem solving, communication, reporting, risk management",Level 2 Plumbing Diploma,Level 2 Plumbing Diploma; Water Regulations qualification; BEng Civil Engineering; MSc Building Services; BSc Construction Management,38000,51000,44400
306,Film Director,Sky,"Leicester, UK",Media & Publishing,Contract,C-Suite,3/9/2025,"Lead creative production, guide cast and crew and deliver compelling visual storytelling across film projects. Key requirements include leadership, presentation, communication, and decision making.","leadership, presentation, communication, decision making, stakeholder management",BA Film Production,BA Film Production; MA Media Studies; BSc Media and Communication; BSc Digital Media,99000,135000,117000
307,Patent Attorney,Marks & Clerk,"Derry, UK",Legal,Part-time,Entry Level,4/27/2025,"Advise on intellectual property matters, prepare applications and support clients on patent strategy and protection. Key requirements include legal research, writing, negotiation, and due diligence.","legal research, writing, negotiation, due diligence, communication",LLB Law,LLB Law; MEng Engineering; BSc Computer Science; BSc Physics,31420,33214,32317
308,Charity Fundraiser,Cancer Research UK,"Exeter, UK",Nonprofit,Contract,Junior,5/16/2025,"Develop fundraising campaigns, engage supporters and help secure income to support charitable programmes. Key requirements include communication, presentation, stakeholder engagement, and writing.","communication, presentation, stakeholder engagement, writing, research",BA Marketing,BA Marketing; MSc Strategic Communication; BA Business Management; MA Nonprofit Management,38119,65370,51744
309,Museum Curator,National Museums Scotland,"Edinburgh, UK",Arts & Culture,Full-time,Mid-level,1/2/2025,"Develop exhibitions, manage collections and create engaging interpretation for public audiences. Key requirements include research, writing, presentation, and organisation.","research, writing, presentation, organisation, communication",BA History,BA History; MSc Museum Studies; BSc Archaeology; BSc Art History,59171,78887,69029
310,Compliance Officer,FCA,Remote (Global),Finance,Contract,Manager,3/4/2025,"Monitor regulatory compliance, support internal controls and help maintain strong governance and reporting processes. Key requirements include compliance, risk management, reporting, and writing.","compliance, risk management, reporting, writing, communication",LLB Law,LLB Law; MBA; BSc Finance; BSc Economics,89454,146002,117728
311,Cloud Architect,Microsoft,"London, UK",Technology,Full-time,Manager,6/8/2025,"Design cloud architectures, guide platform decisions and support secure, scalable deployment strategies across modern digital systems. Key requirements include aws, azure, gcp, and terraform.","aws, azure, gcp, terraform, microservices, kubernetes",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,85798,146747,116272
312,Social Media Manager,Ogilvy,"Birmingham, UK",Marketing,Part-time,Graduate,4/14/2025,"Plan and manage social media activity, create engaging content and use performance data to improve campaigns. Key requirements include content strategy, seo, google analytics, and communication.","content strategy, seo, google analytics, communication, writing",BA Marketing,BA Marketing; MSc Strategic Communication; BSc Digital Media; BA Business Management,30467,36791,33629
313,Laboratory Technician,NHS,"Reading, UK",Healthcare,Temporary,Head of,11/14/2025,"Prepare samples, support laboratory testing and maintain accurate records in line with quality and safety procedures. Key requirements include reporting, research, communication, and confidentiality.","reporting, research, communication, confidentiality, organisation",BSc Biomedical Science,BSc Biomedical Science; MSc Biology; BSc Chemistry; BSc Health Sciences,105101,190761,147931
314,Security Specialist,BAE Systems,"Southampton, UK",Cybersecurity,Part-time,Freelance,5/18/2025,"Support information security controls, investigate incidents and strengthen organisational cyber resilience. Key requirements include siem, incident response, iso 27001, and risk management.","siem, incident response, iso 27001, risk management, vulnerability assessment",BSc Cybersecurity,BSc Cybersecurity; MSc Computer Science; BSc Information Technology; BEng Software Engineering,43439,162902,103170
315,Accountant (Chartered),Deloitte,"London, UK",Finance,Internship,Mid-level,6/17/2025,"Prepare financial statements, support audits and provide accurate reporting in line with accounting standards. Key requirements include ifrs, gaap, excel, and reporting.","ifrs, gaap, excel, reporting, forecasting",BSc Accounting,BSc Accounting; MSc Finance; BA Business Management; BSc Economics,57578,81434,69506
316,Carpenter,Balfour Beatty,"London, UK",Construction,Part-time,Intern,4/1/2025,"Carry out carpentry work on construction or refurbishment projects, interpreting plans and maintaining quality standards. Key requirements include problem solving, teamwork, communication, and reporting.","problem solving, teamwork, communication, reporting, organisation",BSc Construction Management,BSc Construction Management; MSc Construction Project Management; BArch Architecture; BSc Product Design,24893,38149,31521
317,Treasury Analyst,HSBC,"Belfast, UK",Finance,Temporary,Manager,8/6/2025,"Support cash management, liquidity analysis and treasury reporting to help manage financial risk and funding needs. Key requirements include forecasting, budgeting, risk analysis, and excel.","forecasting, budgeting, risk analysis, excel, reporting",BSc Finance,BSc Finance; MSc Economics; BA Business Management; BSc Mathematics,53000,72000,62500
318,Physiotherapist,Nuffield Health,"Hull, UK",Healthcare,Part-time,Graduate,1/1/2025,"Assess movement and function, deliver rehabilitation plans and support patient recovery through evidence-based care. Key requirements include patient care, clinical assessment, communication, and reporting.","patient care, clinical assessment, communication, reporting, teamwork",BSc Physiotherapy,BSc Physiotherapy; MSc Health Sciences; BSc Sports Science; BSc Nursing,32226,40136,36181
319,UX/UI Designer,BBC,"Manchester, UK",Technology,Part-time,Junior,7/20/2025,"Design user interfaces and user journeys that improve usability, accessibility and engagement across digital products. Key requirements include research, presentation, communication, and critical thinking.","research, presentation, communication, critical thinking",BSc User Experience Design,BSc User Experience Design; MA Graphic Design; BSc Digital Media; BSc Computer Science,32150,43229,37689
320,HR Specialist,NHS,"Glasgow, UK",Human Resources,Part-time,Manager,12/28/2025,"Support recruitment, employee relations and HR administration while maintaining accurate records and confidential processes. Key requirements include communication, stakeholder management, reporting, and confidentiality.","communication, stakeholder management, reporting, confidentiality, organisation",BA Human Resource Management,BA Human Resource Management; MBA; BSc Psychology; BSc Management,48000,65000,56250
321,Patent Attorney,Mewburn Ellis,"Portsmouth, UK",Legal,Full-time,C-Suite,3/22/2025,"Advise on intellectual property matters, prepare applications and support clients on patent strategy and protection. Key requirements include legal research, writing, negotiation, and due diligence.","legal research, writing, negotiation, due diligence, communication",LLB Law,LLB Law; MEng Engineering; BSc Computer Science; BSc Physics,130000,176000,153000
322,Sustainability Consultant,Arup,"Belfast, UK",Environmental Services,Temporary,Manager,7/16/2025,"Advise clients on sustainability strategy, environmental performance and responsible business improvement. Key requirements include research, reporting, stakeholder management, and risk management.","research, reporting, stakeholder management, risk management, communication",BSc Environmental Science,BSc Environmental Science; MSc Sustainability; BEng Engineering; BSc Geography,55000,75000,65000
323,Systems Administrator,NHS Digital,Hybrid (London),Technology,Contract,Principal,2/6/2025,"Maintain server environments, support users and ensure systems are secure, stable and well documented. Key requirements include linux, bash, aws, and azure.","linux, bash, aws, azure, troubleshooting",BSc Information Technology,BSc Information Technology; MSc Computer Science; BEng Software Engineering; BSc Cybersecurity,97430,146577,122003
324,HR Manager,Unilever,"Brighton, UK",Human Resources,Contract,Entry Level,10/18/2025,"Lead HR operations, support people strategy and ensure consistent employee relations, policy and organisational support. Key requirements include leadership, communication, stakeholder management, and change management.","leadership, communication, stakeholder management, change management, reporting",BA Human Resource Management,BA Human Resource Management; MBA; BSc Psychology; BSc Management,23486,41742,32614
325,Actuary,Aviva,"Portsmouth, UK",Insurance,Part-time,Executive,4/15/2025,"Analyse risk, model financial outcomes and support pricing, reserving or long-term planning decisions. Key requirements include statistics, risk analysis, excel, and forecasting.","statistics, risk analysis, excel, forecasting, reporting",BSc Actuarial Science,BSc Actuarial Science; MSc Mathematics; BSc Statistics; BSc Economics,96000,129000,112500
326,Education Coordinator,Local Authority,Hybrid (London),Education,Part-time,Mid-level,3/16/2025,"Coordinate educational programmes, support stakeholders and maintain accurate records, communication and scheduling. Key requirements include organisation, communication, presentation, and stakeholder management.","organisation, communication, presentation, stakeholder management, reporting",BA Education,BA Education; MBA; BSc Psychology; BSc Sociology,27000,37000,32000
327,Full Stack Developer,Monzo,"Hull, UK",Technology,Full-time,Principal,2/7/2025,"Develop end-to-end web applications across frontend and backend components, ensuring maintainable code and reliable delivery. Key requirements include javascript, html, css, and sql.","javascript, html, css, sql, rest api, git",BSc Computer Science,BSc Computer Science; MEng Software Engineering; BSc Information Technology; BSc Cybersecurity,99917,161485,130701
328,Firefighter,London Fire Brigade,"London, UK",Public Services,Temporary,Manager,10/8/2025,"Respond to emergency incidents, protect public safety and work effectively under pressure as part of a coordinated team. Key requirements include first aid, teamwork, communication, and decision making.","first aid, teamwork, communication, decision making, safeguarding",BSc Emergency Management,BSc Community and Public Service Management; MSc Health Sciences; BSc Emergency Management; BSc Sports Science,38000,52000,45000
329,Librarian,University Library,"Leeds, UK",Education,Contract,Mid-level,10/26/2025,"Support library services, manage information resources and help users access materials effectively and professionally. Key requirements include research, organisation, communication, and reporting.","research, organisation, communication, reporting, customer service",Bachelor of Library Science ,Bachelor of Library Science; MA English; BA History; BA Education,53830,70640,62235
